gaia_source_id,sdssj_name_green
1164456618533258240,153648.18+084943.3
1224147906511208576,153658.30+265255.4
1194106976801095296,153714.43+135100.8
1401165082398938624,153724.90+473704.9
4416866233161735680,153732.19+004343.0
1209880604972470144,153735.95+185547.1
1374233026111757568,153805.52+344406.0
1377419204650884608,153850.59+390558.0
4424113560977476480,153938.62+025309.9
1197375378193825408,154014.08+175725.9
1190321839303511168,154038.64+121559.9
1194053792221581824,154048.02+133920.1
1224079457615978624,154104.66+271900.8
1197091841632850688,154244.31+171557.8
1216469329617486464,154316.42+211224.3
1370921060867445888,154425.06+340445.8
1375866110116803328,154549.73+360956.7
1376334295911724800,154629.51+375936.5
1372879492938322176,154743.11+360209.7
4429459111633194752,154749.25+054650.2
1369953559354871296,154809.22+322724.9
1320770377020440704,154839.40+291622.9
1384021806335165568,154839.88+411621.0
1404446201190776448,154900.25+514156.0
1223304748594672896,155051.63+261613.0
1369660432130856064,155111.70+313536.7
1223453972937887872,155237.02+265753.5
1320744950813590784,155237.30+292758.5
1320725808142364288,155238.33+291236.1
1203853838143526016,155320.24+194717.6
1223458714581799936,155320.54+270151.3
1220429942301568384,155414.63+264033.8
1371854645022153088,155547.14+350122.5
1218339079205788032,155704.88+225541.5
1371402642664053632,155706.60+333143.4
4457810190754678016,155723.43+120025.4
1316556498706830976,155734.92+272145.8
1399633016024714880,155745.94+480207.4
1384411342689931264,155848.51+430032.7
1372405328548916992,160038.48+361451.5
1203155957497720704,160110.97+191823.1
4425776851489859584,160144.01+045509.6
4451621967514288640,160246.13+082718.9
1191990691795376640,160332.18+142940.0
1316222105435533824,160351.13+263054.9
1203191107509412864,160355.76+191718.2
1315352632256371072,160414.93+253409.2
4457484804035096576,160423.08+112419.8
1372076883809874688,160459.85+352514.5
1199749399893918592,160548.37+174712.6
1315082289835187840,160708.97+250526.4
1323501628326690688,160714.66+330145.3
1427930425233322240,160729.84+521905.2
1321866139139867520,160807.23+304348.6
4458013016289589248,160830.40+122024.1
4453302433598893568,160947.32+094213.2
4449803070342533888,161010.45+060119.1
1323646149680197888,161100.18+334641.8
1323698956304204672,161133.21+341907.9
1205722187573169792,161201.18+222427.0
1316161563577552128,161226.02+281715.9
4453151078951886208,161350.92+092644.3
1200587189097076352,161352.07+181952.5
4450583135185398144,161407.34+073955.1
4464682314523860096,161421.99+151604.9
4437441737850509184,161447.16+050620.9
4407120162093076864,161657.55-010349.9
1424429923808859136,161801.18+505949.0
1382046739854961152,161838.69+415724.6
4463628428331884160,161848.09+142233.4
4464822532318774272,161943.70+151347.3
1298542542576831104,162004.55+220733.2
4453983413551203584,162023.06+113130.5
1423687822178956928,162112.22+505005.9
4464031025682632832,162201.38+144611.6
1298660847452618496,162235.13+223044.4
1318384879167762176,162257.68+304252.7
1200909449084132096,162408.58+191841.3
1302139904104890752,162529.75+234408.3
1298374867054121984,162532.92+214607.2
1424945564698130560,162555.87+522329.9
4458869157890693504,162607.14+103318.2
4460149642266328832,162608.25+122813.6
1332134516887920000,162739.29+383456.0
1409770203994620288,162923.70+455729.5
1324387559820189056,162928.53+312510.9
4467117969001093120,162943.70+174102.0
1299174658683747584,162959.75+234228.9
1303822259974574208,163009.08+250806.9
1305595359913528192,163041.83+280837.2
4431602300315276288,163045.03+004025.2
1327818006035095168,163132.74+355328.9
1303965402644564480,163234.69+254836.8
1628837901441343232,163405.20+632810.5
1327991866311359360,163536.12+365440.3
4447128504009725440,163654.25+110445.6
1304625350139162496,163718.64+274026.5
1301388903303425408,163734.46+261853.5
1297879777584365056,163833.76+223539.6
1299811001037756800,164006.19+240829.1
1355751472600088832,164410.81+395642.5
4448667201814492288,164718.14+120550.9
4565561883599595648,164834.61+211121.4
4563196426069231872,164847.85+201736.4
1314566344004275712,165059.73+332446.3
4564458867279278720,165308.64+201100.9
4566331683475514752,165356.23+233307.5
1354551252578798592,165532.15+410112.5
4564555624302460928,165557.41+202949.7
4558737146207196544,165815.52+174415.2
4572742454740654848,165902.30+250549.1
4572761898055779328,165904.98+252255.6
1352102811982790144,165948.02+391241.6
4558692207968343424,165955.97+174319.0
1338094969422447360,170219.09+351034.5
4571261515658295552,170410.80+224624.4
1339315977084134400,170416.26+362525.2
1353569045098781696,170425.54+402322.8
1308563255331316224,170554.63+285859.6
4575493806493222656,171303.09+285902.1
1334854085883455616,171411.72+334152.9
1333489798112026496,171502.33+313231.4
4575149281397356032,171606.44+275255.2
4575133652012731904,171638.50+274937.6
4599413991193806208,172053.91+293416.3
4570915199557966976,172447.99+255137.7
1440424072781004032,172823.74+634507.4
4595111537772169472,172843.19+270828.6
1435604466639789184,172909.14+594034.8
4595087825254508928,172949.03+264753.8
1421400941073174400,173650.55+563800.5
4581822251826309248,174253.64+253053.5
4582265290590354304,174618.94+262216.9
2110783324254434688,183650.14+410845.9
2098470065334349056,184059.10+400327.8
2240469075780565120,192422.61+625736.4
2290948165710981376,202249.89+775522.2
2689814700385008768,210646.08-004613.3
2690390157282742016,211320.85+004211.6
6899258305483618432,211908.90-061142.6
1745458319500797568,211908.94+103837.2
2688157461483105920,213230.58+002416.9
2670692509551076352,213419.39-063423.8
2688139697498997760,213430.27+003119.1
1742381611087166336,213555.56+101659.9
2687015137621988096,214028.39-003915.1
2693318981380920960,214650.95+005829.3
1766299596764223104,215000.90+115343.7
2681272152167083008,215021.24+003548.9
2679843538669214720,215944.74-010630.2
1962768786910462336,220416.21+445644.9
2615846365590829440,220919.88-092746.4
2679445584180209408,221450.93+011250.3
2615933669390738176,221506.15-090147.9
2720898890533838976,221528.01+065220.7
2679212590794282240,221854.25+010026.1
2677966569241872896,222445.81-005435.9
2654027589769956224,223250.78-003436.0
2654042089574182144,223302.74-001715.4
2609407827362116224,224146.80-083242.9
2651881343067592064,225522.85+000055.0
2606968393312483328,225722.99-085055.7
2663829224825993856,230207.55+063316.1
2652188519128460544,230254.99+005904.4
2606128980608600448,230954.67-093736.6
2645131097587445632,231741.63+000932.8
2413552577020105472,231941.81-105318.3
2644121818927684096,232539.62-003121.4
2644091543703357952,232703.11-003620.7
2643890607953555328,232854.33-004607.8
2645491874839833856,233054.70+011212.5
2646252290209728512,233439.64+011515.7
2439008092269247488,233449.07-083604.2
2434109252571588224,233800.40-101437.0
2771356303765898368,234038.87+150841.7
1925521460429472640,234342.63+432616.9
2436174994402147200,234632.34-084824.8
2879630436434568832,235151.40+363010.9
